image_name,tags
test_1197,clear primary road cultivation habitation agriculture
test_1198,clear primary
test_1199,clear primary
test_1200,clear primary road habitation agriculture
test_1201,clear primary
test_1202,clear primary road agriculture
test_1203,clear primary
test_1204,clear primary road agriculture
test_1205,clear primary
test_1206,cloudy
test_1207,clear primary
test_1208,primary
test_1209,clear primary road habitation agriculture
test_1210,clear primary road habitation agriculture water
test_1211,clear primary agriculture water
test_1212,clear primary
test_1213,primary
test_1214,clear primary agriculture water
test_1215,clear primary agriculture water
test_1216,clear primary
test_1217,primary partly_cloudy
test_1218,clear primary road agriculture
test_1219,primary partly_cloudy
test_1220,clear primary cultivation agriculture
test_1221,clear primary
test_1222,primary water
test_1223,primary partly_cloudy
test_1224,clear primary
test_1225,clear primary
test_1226,clear primary road habitation agriculture
test_1227,primary partly_cloudy
test_1228,primary partly_cloudy
test_1229,primary partly_cloudy
test_1230,clear primary water
test_1231,clear primary road habitation agriculture
test_1232,clear primary water
test_1233,clear primary
test_1234,clear primary
test_1235,clear primary
test_1236,clear primary water
test_1237,clear primary road agriculture
test_1238,primary haze
test_1239,clear primary water
test_1240,clear primary
test_1241,clear primary road agriculture partly_cloudy
test_1242,clear primary haze
test_1243,clear primary
test_1244,clear primary
test_1245,primary
test_1246,primary partly_cloudy
test_1247,clear primary road agriculture
test_1248,clear primary
test_1249,clear primary
test_1250,clear primary road agriculture
test_1251,clear primary
test_1252,primary
test_1253,clear primary road habitation agriculture
test_1254,clear primary road agriculture
test_1255,clear primary agriculture water
test_1256,primary partly_cloudy
test_1257,clear primary
test_1258,clear primary road agriculture
test_1259,clear primary road agriculture partly_cloudy
test_1260,clear primary
test_1261,clear primary agriculture
test_1262,primary haze
test_1263,primary cultivation partly_cloudy
test_1264,clear primary
test_1265,primary water partly_cloudy
test_1266,clear primary
test_1267,clear primary
test_1268,clear primary
test_1269,clear primary
test_1270,clear primary road agriculture water
test_1271,clear primary
test_1272,primary partly_cloudy
test_1273,clear primary
test_1274,clear primary
test_1275,clear primary
test_1276,clear primary road agriculture
test_1277,clear primary road habitation agriculture
test_1278,primary partly_cloudy
test_1279,primary partly_cloudy
test_1280,clear primary agriculture water
test_1281,clear primary
test_1282,clear primary road artisinal_mine habitation water
test_1283,cloudy
test_1284,clear primary agriculture water
test_1285,clear primary
test_1286,clear primary
test_1287,primary agriculture partly_cloudy
test_1288,clear primary agriculture
test_1289,clear primary
test_1290,clear primary water
test_1291,clear primary
test_1292,clear primary road agriculture
test_1293,clear primary cultivation agriculture
test_1294,primary agriculture partly_cloudy
test_1295,primary partly_cloudy
test_1296,clear primary road habitation agriculture
test_1297,cloudy
test_1298,clear primary
test_1299,clear primary
test_1300,clear primary road habitation agriculture
test_1301,clear primary
test_1302,cloudy
test_1303,primary road agriculture partly_cloudy
test_1304,primary partly_cloudy
test_1305,clear primary
test_1306,primary road agriculture water
test_1307,primary agriculture partly_cloudy
test_1308,clear primary
test_1309,clear primary road agriculture
test_1310,clear primary
test_1311,clear primary road agriculture
test_1312,primary partly_cloudy
test_1313,primary road agriculture partly_cloudy
test_1314,clear primary road habitation agriculture
test_1315,clear primary road agriculture
test_1316,clear primary
test_1317,clear primary
test_1318,clear primary agriculture
test_1319,clear primary
test_1320,clear primary
test_1321,clear primary
test_1322,clear primary
test_1323,primary partly_cloudy
test_1324,clear primary
test_1325,clear primary
test_1326,clear primary
test_1327,primary haze
test_1328,clear primary agriculture water
test_1329,clear primary agriculture
test_1330,clear primary
test_1331,primary partly_cloudy
test_1332,clear primary
test_1333,clear primary
test_1334,primary partly_cloudy
test_1335,clear primary road habitation agriculture
test_1336,primary road agriculture partly_cloudy
test_1337,clear primary
test_1338,clear primary road agriculture
test_1339,primary partly_cloudy
test_1340,cloudy
test_1341,clear primary
test_1342,clear primary water
test_1343,primary road agriculture partly_cloudy
test_1344,clear primary
test_1345,primary agriculture partly_cloudy
test_1346,clear primary water
test_1347,clear primary
test_1348,clear primary
test_1349,primary partly_cloudy
test_1350,clear primary road agriculture
test_1351,clear primary
test_1352,clear primary cultivation agriculture
test_1353,clear primary road agriculture
test_1354,primary partly_cloudy
test_1355,clear primary agriculture
test_1356,clear primary agriculture
test_1357,clear primary
test_1358,clear primary water
test_1359,clear primary
test_1360,primary partly_cloudy
test_1361,clear primary road agriculture
test_1362,clear primary
test_1363,primary haze
test_1364,primary partly_cloudy
test_1365,primary haze
test_1366,clear primary agriculture
test_1367,primary haze water
test_1368,clear primary artisinal_mine water
test_1369,clear primary road habitation agriculture
test_1370,clear primary agriculture
test_1371,cloudy
test_1372,cloudy
test_1373,primary partly_cloudy
test_1374,clear primary
test_1375,clear primary road agriculture
test_1376,clear primary road habitation agriculture
test_1377,primary partly_cloudy
test_1378,clear primary road agriculture
test_1379,primary partly_cloudy
test_1380,primary haze agriculture water
test_1381,clear primary
test_1382,clear primary agriculture
test_1383,primary
test_1384,water
test_1385,clear primary
test_1386,primary
test_1387,clear primary road agriculture
test_1388,clear primary road agriculture
test_1389,clear primary
test_1390,primary partly_cloudy
test_1391,clear primary
test_1392,clear primary agriculture
test_1393,clear primary road agriculture
test_1394,clear primary
test_1395,clear primary agriculture
test_1396,primary haze
test_1397,clear primary
test_1398,primary agriculture partly_cloudy
test_1399,clear primary road habitation
test_1400,clear primary
test_1401,clear primary road agriculture
test_1402,clear primary agriculture water
test_1403,clear primary
test_1404,primary partly_cloudy
test_1405,clear primary
test_1406,primary road agriculture partly_cloudy
test_1407,primary partly_cloudy
test_1408,clear primary
test_1409,clear primary
test_1410,clear primary
test_1411,clear primary
test_1412,clear primary
test_1413,primary partly_cloudy
test_1414,clear primary
test_1415,primary partly_cloudy
test_1416,primary haze
test_1417,clear primary
test_1418,clear primary
test_1419,clear primary road
test_1420,clear primary
test_1421,clear primary
test_1422,clear primary
test_1423,clear primary water
test_1424,clear primary
test_1425,
test_1426,clear primary
test_1427,clear primary road water
test_1428,clear primary water
test_1429,clear primary
test_1430,clear primary
test_1431,clear primary
test_1432,clear primary agriculture
test_1433,clear primary
test_1434,clear primary road habitation
test_1435,clear primary
test_1436,primary road agriculture
test_1437,primary agriculture
test_1438,clear primary agriculture water
test_1439,clear primary
test_1440,primary road agriculture partly_cloudy
test_1441,clear primary
test_1442,primary road habitation agriculture partly_cloudy
test_1443,clear primary road agriculture
test_1444,primary partly_cloudy
test_1445,primary
test_1446,clear primary agriculture
test_1447,clear primary
test_1448,clear primary
test_1449,primary partly_cloudy
test_1450,cloudy
test_1451,primary partly_cloudy
test_1452,clear primary
test_1453,clear primary
test_1454,clear primary
test_1455,primary partly_cloudy
test_1456,clear primary
test_1457,cloudy
test_1458,clear primary agriculture
test_1459,clear primary
test_1460,clear primary cultivation agriculture
test_1461,clear primary road habitation agriculture
test_1462,clear primary
test_1463,clear primary road water
test_1464,clear primary road habitation agriculture
test_1465,primary water partly_cloudy
test_1466,primary partly_cloudy
test_1467,clear primary
test_1468,clear primary
test_1469,primary agriculture partly_cloudy
test_1470,primary road haze agriculture water
test_1471,clear primary
test_1472,clear primary
test_1473,clear primary
test_1474,clear primary
test_1475,primary partly_cloudy
test_1476,water
test_1477,primary agriculture partly_cloudy
test_1478,clear primary artisinal_mine water
test_1479,clear primary
test_1480,primary haze
test_1481,clear primary road habitation
test_1482,clear primary road water
test_1483,clear primary road agriculture
test_1484,clear primary
test_1485,clear primary
test_1486,primary road agriculture partly_cloudy
test_1487,clear primary water
test_1488,primary partly_cloudy
test_1489,primary road habitation agriculture
test_1490,primary partly_cloudy
